place,code
Eye Babba,912105
Eye Karani,912105
Eyenkiri,562101
Eyin Odan,121101
Eyin Osa,106101
Eyita,121101
Eza-Nkpokwu,511102
Ezeani,431116
Ezekporoke,491108
Ezelaka,512101
Ezeogo,511101
Ezhi,913104
Ezia-Agbaja,480103
Eziga,491108
Ezikohia,512101
Ezilulo-Eda Echara,480104
Ezza Inyi,480107
Ezza Ofu,480108
Ezza-Ebia I,480107
Ezza-Ebia Ii,480107
F/dadutsi,830101
F/dutse,721102
F/kawo,701101
F/maikatawa,830101
F/ta Gabas,830101
F/ta Yamma,830101
F/tanimu,830101
F/tudu,830101
F/usalle,923101
F/wawa,830101
Fada,721101
Fada,704101
Fadama Reke,650107
Fadamar Fulani,704101
Fadegi,913104
Fadikabara,733101
Fafere Tsolo,903101
Fagam,721102
Fagawa,713103
Fagawa,704102
Fage,611105
Faggen Gawo,733101
Faggo,750103
Fagidi,961101
Fago,824103
Fagoji,720101
Faguji,750105
Faguwa,602101
Fagwalo,703101
Faifeku,705103
Faje,250101
Fajege,121101
Fajewa,712103
Fakale,121101
Fake,720102
Fakka,851101
Fakku,850105
Fakon Tando,905102
Fakpa,503101
Fala,710104
Falagwe,610106
Falali,712103
Falange,710102
Falgeri,721103
Falgore,710105
Falgore,704105
Falingo,710103
Falokun Jogun,250101
Falokun Owode,250101
Fammar,710102
Fanchi,710102
Fandi,750103
Fangbe,569101
Fangu Us,923101
Fani Dau,713102
Fanisau,720101
Fanisau,700105
Fanisau,832101
Fankama,830102
Fantaika,824104
Fantali,731101
Fantuo,562101
Fanyabo,710105
Faradachi,712102
Faragai,712104
Farai,642103
Faraina,732101
Farakami,733101
Farakuti,904105
Farakuti I,904105
Farakuti Ii,904105
Faran,710101
Faran Barinje,705103
Farantama,712104
Farasime,103101
Farawa,700104
Farawa,702103
Fardami,822103
Farin,830101
Farin Dutse,712102
Farin Dutse,923104
Farin Rawu,923104
Farin Ruwa,750101
Farin Ruwa,704102
Farin-Dutse,833101
Farke,702103
Farm-Settlement,350104
Faro Kwai,800101
Farsa,703102
Faru,822105
Fasan,200129
Faskar Wambai,710104
Faskaregiwa,923104
Faskari,830102
Faski,824105
Fassi,710101
Fate,750106
Fatoba Camp,361103
Fawwa,832102
Febiri,503101
Fekorukiri,562102
Felo,612103
Fereke,260105
Feremoama,561102
Fesingo,603103
Fetere,751106
Fibike,250101
Filalawa,833101
Filinde,861101
Fim,611102
Firchin,863101
Firjin Yamma,705105
Fiwaritimi,562101
Fiwuni,824104
Fiya,720102
Fiyaran,710101
Fiyo Fiyo,752105
Fiyuni,824104
Fngwalayi,720103
Fofa,701103
Fogun Area,912101
Fontoru-Gbene,561102
Forest-Reserve,510102
Forfor,601102
Forfor,601101
Forof,932112
Fowosodi,106101
Freetown,569101
Friday,503102
Fugagi,922107
Fugaka,912105
Fuguwa,602103
Fulani,904105
Fulani,741104
Fulata,732105
Fulatami,602102
Fulatan,750101
Fulatan,713103
Fulatan,704105
Fun Abdu,923101
Funtua,8.3021E+119
Fura-Girke,352105
Furana,812101
Furram,602104
Furtawa,705103
Futti',752105
G R A,731101
G. Bature,923104
G. Bawa,923104
G. Boka,923104
G. Gatama,923104
G. Jambior,923104
G. Kambari,923104
G. Kanubari,923104
G. Kura,923104
G. Maiyaki,923104
G. Mallam,923104
G. Siga,923104
G. Sura,923104
G/ Kwano,870104
G/ Tagware,870104
G/babani,751106
G/buwai,842103
G/kare,352105
G/katta,843101
G/mai Bitagi,913104
G/makera,710105
G/sarki,713102
G/sheme,703103
G/shere,710105
Gaa Bale Fulani,211108
Gaa Fulani,234101
Gaa Momodu,250101
Gaba,901101
Gabanga,742103
Gabari,733101
Gabas,802107
Gabasawa,702102
Gabasawa,704103
Gabasmawo,750105
Gabchani,601105
Gabchari,602104
Gabi,912105
Gabi Ward,243105
Gabo,710103
Gabo Nyenyi,260105
Gaboin Danfulani,742104
Gabtaru,602104
Gabuku,760102
Gada,705101
Gada,243105
Gada,843102
Gada-Bazuwa,243105
Gadabiri,905102
Gadadima-Awe,951103
Gadai,752105
Gadai,612103
Gadako,710102
Gadam,603103
Gadam,760102
Gadama,721102
Gadan,843101
Gadan Merke,922107
Gadanya,701104
Gadare,705103
Gadar-Maiwa,742101
Gadayi,612103
Gadful Bubayawa,610106
Gadiya,704103
Gado,760104
Gadoro Pada,903101
Gadum,762103
Gaduma,263106
Gadya Bulama,731105
Gafan,710103
Gafasa,741103
Gafasa,713103
Gafaya,741103
Gafere Sabo,903101
Gafiya,820103
Gagarame,712104
Gagarawa,732103
Gagarayaga,721102
Gagdi,942102
Gagidiba,750103
Gagiya Bulama,731105
Gagulmari,731101
Gaida,700104
Gaidam,603103
Gaimako,923104
Gainabi,260105
Gainako,923104
Gainan Fulani,750101
Gaiwa,822105
Gajema,823101
Gaji Amn,912105
Gajibo,611101
Gajiganna,602104
Gajigi,712102
Gajiram,612103
Gajiwel,741101
Gakal,740102
Gako,733101
Gala,742104
Gala,712102
Galadi,732105
Galadima,733101
Galadima,800108
Galadima,811108
Galadima,713105
Galadima,842103
Galadima Jibo,720103
Galadima Lep,933101
Galadimawa,811101
Galadimawa,824102
Galai,602101
Galamawa,720101
Galambi,740101
Galambi,740102
Galambi,721102
Galangi,601105
Galawa,750101
Galawa,701104
Galdimari,750105
Gali,742104
Galiadi,250101
Galjiri/nainawa,752106
Gallamari,750103
Gallan Kyau,705103
Gallu,823102
Galo,741101
Galtal,741101
Galumji,760104
Galuwyi,901101
Gamadadi,760102
Gamadam,711101
Gamafuwai,731107
Gamagira,810102
Gamarya,713102
Gamawa,752106
Gamawa,712103
Gambar Lere,741104
Gambar Sabon Layi,741104
Gambawar Kanawa,702102
Gamboru,600104
Gamboru,611102
Gamda,823104
Gamejefu,243105
Gamini,923104
Gamjeji,863103
Gamji,830104
Gamoji,713102
Gamsama,603103
Gamsarka,731107
Gamu Gaku,923102
Gamzaga,832101
Gamzako,832103
Gana-Dzurugi,912105
Ganagedo,260105
Ganagu Sabo,903101
Ganaja,263106
Ganaju Sabo,903101
Ganakako,713105
Ganan,602104
Ganawa,923101
Gande,820103
Gande,853102
Gandewu,860101
Gandirwawa,702103
Gando,903101
Gandu Sarki,950101
Ganduha,750105
Gandum Karfi,832101
Gandun Binda,731101
Ganga,824101
Gangam,851103
Gangara,742101
Gangara,812103
Gangara,832101
Gangara,842106
Gangarat-Rumah,82016
Gangare,704101
Gangare,704102
Gangare,862104
Gangare Tito,642104
Gangawa,752106
Gangawa,601105
Gangawa,720103
Gangaware,761118
Gangdona,641110
Gangene,641110
Gani,712102
Gani Gaku,642103
Ganidia,601105
Ganigbene,562101
Ganijia,602104
Ganji,750105
Ganji,742103
Ganji,702105
Ganjuwa,742104
Ganmo Oko,250101
Ganta,961101
Gantsa,721103
Ganuwa,822104
Ganuwaji,751106
Ganye,641110
Ganyingbo Oke,103101
Ganyingbo Topa,103101
Gara,752105
Gara,912105
Gara Lakpene,912105
Garaci,850105
Garadia,611105
Garafa,103101
Garaji,832102
Garaku,961102
Garam,741101
Garandama,824104
Garanga,710103
Garas,940101
Garatu,920102
Garau,733101
Garba,720105
Garbagal Bulama,731105
Garda,800101
Gardo,742101
Garege,602101
Garegu,263106
Garfa,712102
Gargai,711104
Gari,905102
Gari,710102
Gariko,713101
Garin Ali,713101
Garin Awwal,872102
Garin Boyuwa,750101
Garin Bulama,731105
Garin Bulomo,762103
Garin Buluma,731105
Garin Gabas,730102
Garin Galadiman Sarma,750101
Garin Gami,752105
Garin Gerumi,752106
Garin Giwa,743104
Garin Hausa,750101
Garin Isa,872102
Garin Mai-Ung.cadu A M,731105
Garin Mai-Unguwa,731105
Garin Makera,750101
Garin Malam,752105
Garin Sarki Baka,704101
Garinali,712101
Garin-Chiroma,732103
Garinlya,700105
Garjang,601101
Garke,702103
Garki,733101
Garki,824105
Garko,731101
Garko,712101
Garko,852101
Garkon Alli,720102
Garmiri,602104
Garmka,732105
Garni,824104
Garo,704103
Garon Maje,824102
Garu,641101
Garu,601102
Garu,720101
Garu,833101
Garu,843101
Garu Dau,713105
Garu Guri,860101
Garualan,741104
Garun Bature,703101
Garun Danga,702102
Garun-Gwanki,810102
Garuwa,602101
Garwa,82016
Gasakakum,752105
Gasakba,905102
Gasakole,733102
Gasakoli,705103
Gasgainu,702103
Gasgal,740101
Gasgol,740102
Gashagor,602101
Gashe,903101
Gashi,733101
Gashigar,602101
Gashina,603103
Gashiwar,602101
Gasina,742104
Gasukpa,905102
Gatafa,731107
Gatakawa,832102
Gatamwarwa,601102
Gatawa,842106
Gate,961102
Gate,962106
Gatuma,752105
Gaube,903101
Gaudo,750101
Gauraka,910101
Gauraye Duwigi,705103
Gauya,752105
Gauza Gwamfai,720103
Gawa,611104
Gawa Kuke,842103
Gawassu,860101
Gawo,702101
Gawo,702103
Gawu,903101
Gawu,905102
Gawun,905102
Gaya,713102
Gayam,950101
Gayambo,752105
Gayan,800104
Gayau,752106
Gayau Sengo,752106
Gayawa,733101
Gayawa,700105
Gayi,862104
Gaza,750103
Gazabure,602102
Gazama Bori,601101
Gazama Kura,601101
Gazana,711102
Gazara,812103
Gazara,831101
Gazari,823103
Gazari,830104
Gazobi,710104
Gazon Fulani,860101
Gazon Zabarmawa,860101
Gazori,824103
Gazuma,923104
Gbadamo,121101
Gbade Pati,243105
Gbadekin,243105
Gbaga,121101
Gbagbifu Area,912101
Gbagede,260105
Gbagi,960134
Gbagi Ladan,912101
Gbaguda,912105
Gbaji,103101
Gbajibo,913104
Gbajigi,912101
Gbakogi,912105
Gbam,501102
Gbangba Taylor,211108
Gbange,260105
Gbangwa,912105
Gbanta,211108
Gbape,912105
Gbara,121101
Gbarada Bassa,260105
Gbaradego,243105
Gbarain,569101
Gbarake Bassa,260105
Gbaramtoru,569101
Gbaramu-Bassa,260105
Gbasepo,121101
Gbata,960134
Gbawojo,120101
Gbe,501103
Gbebasa,903101
Gben,652102
Gbendu,260105
Gbene Ghama,562101
Gbene -Ue,501102
Gbodege,260105
Gbodogo,260105
Gbogbogo,905101
Gbogboro,260105
Gbogi,243105
Gbogi,912105
Gbogi Ugu,960134
Gbogu-Bassa,260105
Gbolokiri,503101
Gbombu,960134
Gbomo,121101
Gbongbon Tigi,912101
Gboro,202101
Gbosura,250101
Gboyagi,922107
Gboyako Ii,912105
Gbriji,960134
Gbude,960134
Gbugbudu,260105
Gbwachi,962106
Geba Bassa,260105
Gebe,883101
Gediya,712102
Geduragi,243105
Gefe,800105
Gege,981114
Gegu-Beki,260105
Gehehu,800101
Geji,740101
Geji,740102
Gekun,922107
Gelle,872102
Gelwasa,872105
Ge-Mbayem,981114
Genge-Pada,903101
Gengle,641101
Genme,103101
Genu,923104
George -Ama,500103
Georgekiri,503101
Gera,700105
Gerawa,751106
Gerawa,705103
Geshi,752106
Geske,602104
Getattara,752106
Getso,704101
Gewayau,823103
Gewayau,823101
Geza,871101
Gezagezawa,702103
Gezawa,705103
Gezawa,702101
Gezoj,705102
Ggaken,501102
Ghari,603107
Ghunilse,651102
Giade,750105
Giba,603103
Gida,923104
Gidameri,752106
Gidan Babachi,901101
Gidan Baushe,901101
Gidan Bawa,883101
Gidan Boyi,900101
Gidan Danlaji,741104
Gidan Dikko,883101
Gidan Dubu,720101
Gidan Hamma,843101
Gidan Jatau,903101
Gidan Jauro Sabo,751106
Gidan Kaka,900101
Gidan Kaya,843103
Gidan Kwano,900101
Gidan Maisaye,905102
Gidan Maza,733101
Gidan Pangu Ndac,922107
Gidan Pangu Toko,922107
Gidan Pawa,901101
Gidan Sarkin,961102
Gidan Sule,923104
Gidan Zabutu,962102
Gidan-Adamu,940101
Gidan-Baki,742101
Gidan-Bawa,903101
Gidan-Dangata,833102
Gidanjaro,704105
Gidan-Kare,961101
Gidan-Karo,833102
Gidan-Lumo,833101
Gidan-Madi,841101
Gidan-Mal Ugo,961102
Gidan-Pangu,922107
Gidgid,942102
Gid-Gid Hamman,741104
Gidi,702101
Gidid Gwari,903101
Gidiga,863103
Gidigi,912105
Gidigwai Ii,903101
Gigani,843103
Giginya Biyar,712102
Gilbadi,843102
Gilma,651102
Gilma,733103
Gilong,942102
Gimare,950101
Gimbiru,923104
Gimi,705103
Gimi,812103
Ginagu Gwari,903101
Ginanle,912105
Ginanna,830104
Gindi,863101
Gindin Dutse,642103
Gingim,742104
Gin-Gin,833101
Ginginya,823103
Gingiya,710102
Ginirnya,260105
Ginsawa,701103
Gio,501102
Gir,602101
Gire Mawa,822105
Girgimor,601105
Girin,922107
Girka,820103
Girkau,850105
Girshi Fulani,740102
Gishirawa,820103
Gitata,260105
Gitta Barmo,960134
Gitta Kasa,960134
Gitta Klogba,960134
Gitta Maisaje,960134
Gitta Mbasha,960134
Giwarwan,713105
Giwatazo,863103
Giyawa,842105
Gizaki,741104
Glilea,503102
Gobbiya,741104
Gobi Rawa,832102
Gobirawa,830104
Goda,702103
Goda,704102
Goda,832102
Godawa,704102
Goddodi,842103
Godo,923104
Godza,912105
Gofai,720101
Goforo,702101
Goget,713105
Gogo,912105
Gogori,701104
Goi,501103
Gojo-Gogo,824102
Gokaru,740101
Goko,501103
Gol,931107
Gold Coast,562101
Golgi,601101
Golongo,870106
Golubokiri,562101
Goma,731101
Gommo,704103
Gomo,713102
Gonge,903101
Gongo,742101
Gongong Rigange,642104
Gongono,841101
Gongulong,600104
Gonigiro,602101
Goniri,610101
Goniri,602101
Gora,705103
Gora,710103
Gora,711102
Gora,832101
Gora,821103
Gora,860102
Gorabi,710101
Goran Dutse,704102
Gorar-Dansaka,832101
Gorgube,601101
Gorogbake,642103
Goron Dutse,800108
Goronyo,842105
Goru,860101
Gottomo,861101
Government Quarters Ishibe,464101
Goya,830101
Goza,704103
Gozaki,703102
Gozaki,832103
Gozaki,260105
Green,503101
Green Village,642103
Greenkiri,503101
Grin Mai -Unguwa,731105
Gromamep,933101
Guadrsa,742104
Guata,961105
Guba,603103
Gubagi,912105
Gubai,603103
Gube,762103
Gubi,740102
Gubio,602102
Gubio I,602102
Gubio Ii,602102
Gubturo,601105
Gubuchi,812103
Guburde,603103
Guda,742101
Guddan,733101
Gude,704103
Gudi,922107
Gudindi,961102
Gudu Sarki,950101
Gudugba,250101
Gudugul,750106
Gudul,610106
Gudula,603103
Gudumbali,612104
Gudupe,901101
Guga,831101
Gugawa,602101
Gugudu,330101
Gujarma,752105
Gujba,603103
Gujungu,733103
Gujuro-Afuta,260105
Gul,713102
Gulbin Kuka,872102
Gulbun,750105
Guldugurung,603107
Gulma,861101
Gultaru,602104
Gulu,701102
Gululu,720105
Gulumbe,860101
Guma,740101
Gumaka,713105
Gumaram,602101
Gumawa,702102
Gumayi,903101
Gumbai,860102
Gumbin Kure,863103
Gumbo,260105
Gumel Area,732101
Gumel Kudu,732101
Gumi,871101
Gumma,611105
Gumsuri,601101
Gun,933101
Guna,713101
Guna'a,721102
Gunagu Gwari,903101
Gunda,710102
Gundantuwo,704102
Gundawa,832102
Gundumar-Riji,842103
Gundumi,751106
Gundutse,711101
Gunduwawa,702102
Gunduwawa,702101
Gunfufu,903101
Gungu,961102
Gungura,742104
Gunjigi,913104
Gunka,961102
Gunki,711104
Guno,601105
Guntai,705105
Guorogbene,562101
Gupena,910101
Guraji,733101
Guraro Bukwai,260105
Gurbabiya,810102
Gurbi,832102
Gurda,824104
Gurdam,841101
Gurdi,905102
Gurdi,701104
Gurduba,742101
Gurduba,720102
Gurduba,713103
Gurgu,961102
Guri,731105
Guringawa,700104
Gurjiya,710103
Gurjiya,712101
Gurjiya,702103
Gurjiya,824101
Gurka,752105
Gurku,961105
Guru Karatayi,705101
Gurum Bakin Gari,720102
Guruma,702102
Gurun,703102
Gurungu,720101
Guruza,905102
Gurzumo,742104
Gusau,8.60212E+35
Gusho,760104
Gusi,603103
Gusun,910101
Guto,962103
Gutpo,901101
Guwal,603103
Guworam,612104
Guyu,731107
Guzamala,612104
Guzan,912105
Guzarawa,821103
Guzu,824102
Gwada,742101
Gwadaji,903101
Gwadama,703103
Gwadangaji,860101
Gwadayi,721101
Gwade,862101
Gwadiyawa,733101
Gwafa,962103
Gwagarade,923104
Gwagwarandan,712104
Gwajo-Gwajo,824102
Gwaljarandi,740103
Gwam,742101
Gwamba,824104
Gwamma,710103
Gwan Gwan,704105
Gwanamarde,832101
Gwanawa,750103
Gwanba,824104
Gwanda,905102
Gwanda,810103
Gwanda,712102
Gwandai,733101
Gwandi,603103
Gwandi,850105
Gwaneri,710103
Gwange,601101
Gwanki,812103
Gwanshigid,950103
Gwanza,822105
Gwanzo,821103
Gwape Ii,903101
Gwaram,750101
Gwaram,721102
Gwaram Sabuwa,721102
Gwaram Tsohuwa,721102
Gwarangah,741104
Gware,713101
Gwari,903101
Gwari,720101
Gwari,720103
Gwari,720105
Gwarjo,833102
Gwarmai,711104
Gwarmai,703103
Gwarong,942102
Gwarta,705102
Gwarzo,733101
Gwarzo,704101
Gwasakun,922107
Gwaskara,603107
Gwaskoram,740101
Gwassala,642103
Gwata Muma,923102
Gwau-Kurmi,903101
Gwazanye,841102
Gwazaya,700104
Gwazzai,853101
Gwiwa,705105
Gwona,905102
Gwoza,610106
Gyagogi,912105
Gyalange,871101
Gyangyang,942102
Gyara,741104
Gyaranya,702103
Gyartau,860102
Gyawu,903101
Gyazawa,833102
Gyeda,900102
Gyomuyi,610106
H. Dinawa,760102
Habuja,760102
Hadar,961102
Haddori,720102
Hadejia,7.31212E+71
Hadi,730102
Hadiyo,642104
Hagawa,703101
Haladadarwa,733101
Hali Awaga,923104
Halimbe,742101
Hambagda,610106
Hamdullahi,712104
Hammari,860101
Hammayayi,720101
Hamsin-Hamsin,962103
Hamyu,923104
Hanafari,751106
Hancheta,823101
Hantsai,712103
Hantsu,720105
Hanwa,810103
Harasawa,860101
Harbau,703102
Harbo Sabuwa,720103
Harbo Tsohuwa,720103
Harda,743104
Hardawa,750101
Hardo Bawa,743104
Hardo-Bagare,742101
Hardo-Baso,742101
Hardo-Wako,742101
Harwaya,832102
Haskandu,730102
Hauri,704102
Hausari,610101
Hausawa,720101
Hausawa,713102
Hauwade,704103
Hauwawa,82016
Hawandawaki,700104
Hayin Gaba,642101
Hayin Issau,830104
Hayin Ojo,810103
Hayindenu,710104
Hema,603103
Herbert Camp,350104
Hiamali,511102
Hikumuran,933101
Hinningere,705103
Hirin,721101
Hirishi,862104
Hodi,923104
Holai,843102
Hong,650107
Horo,501102
Hosere Bembal,642103
Hoto,700105
Huchi,843103
Hugulawa,703101
Huguma,712103
Huguma,832103
Hui,824105
Huli,824104
Hulumi,900102
Hundeji,870106
Hungu Sabuwa,712104
Hurmiya,82016
Hurya,832102
Hutayankwar,603103
Huwa,923104
Iambu-Tudu,824101
Iba,102101
Iba,200136
Iba Onigbado,106101
Ibaa,511102
Ibaka,500103
Ibbe Gwari,260105
Ibee,263103
Ibeji Adu,361104
Ibeji Owode Oniyawa,361104
Ibeji Shittu,361104
Ibeji Shittu Ii,361104
Ibelebiekiri,562101
Ibelefia,330101
Ibelefun,121101
Ibereko,103101
Ibese,102102
Ibese,102101
Ibeto,923104
Ibeton Kara,923102
Ibeye Ibuku,103101
Ibgun Oderinlo,112104
Ibia,569101
Ibini,923101
Ibiribiri,503101
Ibo,910101
Ibode,102101
Ibogun Adina,112104
Ibogun Akinode,112104
Ibogun Balogun,112104
Ibogun Egbeda,112104
Ibogun Fasina,112104
Ibogun Fayolu,112104
Ibogun Giwa,112104
Ibogun Llugboro,112104
Ibogun Odejimi,112104
Ibogun Odeyemi,112104
Ibogun Olaogun,112104
Ibogun Sowunmi,112104
Ibogun Sunlola,112104
Ibolid/fadama,923101
Ibom,442101
Ibom,480101
Ibomimere,511102
Ibon,106101
Iboriade,121101
Ibotobom,503102
Ibotokpon,503102
Ibtufra-Makiri,562101
Ibula,480106
Ibuluy-Dikiboama,500103
Ibume,970101
Ichama,503102
Ichede,263103
Ichmwa,263106
Ichogolugwu-Ogwule-,972108
Idaboniyero,264103
Idachi,923104
Idahuna,972108
Idakura,264103
Idale,103101
Idanduna,720103
Idare Karaworo,264103
Idaso,106101
Idato,264103
Idatochi,264103
Iddo,200129
Ide,263101
Idema,562101
Idembia,480108
Idi Afon,106101
Idi Emi,202101
Idi Igba,202101
Idi Mmango,120101
Idi -Obi,110109
Idi Odan,234101
Idi Ogbagbara,234101
Idi Ope,361104
Idi Orogbo,106101
Idi Osan,361103
Idi-Amu,200129
Idibo,263106
Idi-Igbaro,200129
Idi-Mango,200109
Idi-Oro Elewa,200129
Idire,263106
Idkoyivo,264103
Idoji,263101
Idoluwo,102101
Idomu,106101
Idona,120101
Idu,900102
Idu Gwari,900102
Idu Igbira,260105
Ifaki,923104
Ifako,102101
Ifana,923104
Ife Central,2.20211E+65
Iffe,261103
Iffe Tedo,261103
Ifido,120101
Ifihafom,261103
Ifote,112104
Igabi,800101
Igagisu,972108
Iganke,120101
Iganuma,260105
Igara,120101
Igasa Odo,120101
Igbabele,562101
Igbabopiri,562101
Igbafa,121101
Igbahala,270101
Igbanga,503102
Igbaweere,250101
Igbeba,120101
Igbede,102101
Igbegu-Amagu,480107
Igbesi,251105
Igbeta-Ewoama,562102
Igbira Ese,361103
Igbo,562103
Igbo,512101
Igbo Apawa,106101
Igbo Idun,250101
Igbo Ilofa,250101
Igbo Imosun,370101
Igbo Oloro,202101
Igbo Owa,361104
Igbodo,512101
Igboelerin,102101
Igbogbo,121101
Igbogene,569101
Igbogo Bassa,260105
Igbogun,112104
Igbogun,120101
Igbokandi,202101
Igboke,121101
Igbokutu,120101
Igbololo,121101
Igbolsyere-,261103
Igbomara,202101
Igbopin-Okeouju,261103
Igboro,202101
Igborogbo,350104
Igboroko,370101
Igboso,361104
Igbosoro,121101
Igeneku Bassa,260105
Igerbu,923104
Iggi,721101
Igidiagu,480105
Igira,264103
Igocha,270101
Igode,121101
Igo-Igere,261103
Igoni,561101
Igu,901101
Igunrin,202101
Igwo,961102
Igwuruta,511101
Igwuruta-Ali,511101
Ihe/owerre,410101
Ihie,512101
Ihite,402121
Ihudim,431116
Ihweokpu-Nkaleke,480103
Iiepa,112104
Iiiela Rafi,861104
Iillses,120101
Ijaga,480101
Ijagun,121101
Ijakpa,330101
Ijanikin,102101
Ijanikwe,503101
Ijara-Isin,251105
Ijawaya,211108
Ijawki,562101
Ijaybbawo,200129
Ijayo,106101
Ijebu Ode,1.20211E+95
Ijebu -Ode,120101
Ijebu Owo,341101
Ijemo,121101
Iji,251105
Ijoko,121101
Ijokun,121101
Ijotun,103101
Ikan,970101
Ikanekpo,270101
Ikangba,120101
Ikara,812101
Ikarama,569101
Ikare,102101
Ike,232116
Ikebe,270101
Ikele-Gochi,972108
Ikelegu,480108
Ikem,512101
Iken,263103
Ikensi,562102
Ikeran,106101
Ikere,202101
Ikewerrengwa,512101
Ikibiri,569101
Ikirikoama,500103
Iklo,251105
Ikolaba,211108
Ikolo,569101
Ikom,5.5021E+107
Ikorodu,1.04211E+71
Ikot Abasi Eyop,530103
Ikot Abia Osom,530103
Ikot Atasung,530103
Ikot Ntuen,530103
Ikot Ukpo Itu,520108
Ikot Utin,530103
Ikot Utu,530103
Ikot Utu Ikot Akpan,530103
Ikoto,120101
Ikotun,102101
Ikoyi,261103
Ikoyin Ile,370101
Ikpe Mbak Eyop,530103
Ikpe Usung-Ita,530103
Ikpele Ope,972108
Ikpidiama,561101
Ikpo,512101
Ikpokiri - Ama Ii,500103
Ikpole,972108
Ikume,910101
Ikumo,260105
Ikungachinwo,511102
Ikuru,503102
Ikwen Ikot Udom,530103
Ikyobo,981114
Ila,234101
Ila Market Station,250101
Ilado,103101
Ilado Odo,102102
Ilagbe,110109
Ilagbo Badagry,103101
Ilah,843102
Ilaju,200129
Ilalla,830103
Ilalong,940101
Ilamija,106101
Ilara,121101
Ilasa,250101
Ilase,102101
Ile - Olu,110109
Ile-Ewe,211108
Ilege,106101
Ilemona,250101
Ilesun,121101
Ileteju,263103
Illa,962103
Illala,830101
Illela,821103
Illela,863101
Illela,843101
Illelar-Awwal,871101
Illshan-Kasa,962103
Ilogbo,102101
Ilogbo Igbogun,106101
Ilogun,106101
Ilone,120101
Iloti,120101
Ilowagbade,211108
Ilu Oge,361104
Iluagba,261103
Ilumofin,106101
Ilupeju,371104
Ilusinmi,211108
Imagbon,121101
Imagbonlmegun,120101
Imamusa,106101
Imane,270101
Imawa,711101
Imawakore,711101
Imbiri,562101
Imburu,642101
Ime Abali,480106
Imeba,106101
Imedu,106101
Imeke,103101
Imeki,106101
Imeki Ebutte,106101
Imeki Oke,106101
Imere,511102
Imiringi,562103
Imobido,106101
Imodi,120101
Imogo,106101
Imogu,511101
Imogun,121101
Imope,361103
Imoro,121101
Imosan,120101
Imowe,120101
Imowo,120101
Imusin,121101
Imute,121101
Inagoncho,264103
Inaja Alaro,250101
Inaja Maliki,250101
Inana,923104
Inanup,263101
Inara,263106
Inawanacha,503101
Indabo,702101
Indabo,701102
Indabo,700105
Indabo,713101
Indiga,922107
Inechs,264103
Inga,872102
Ingabura,843102
Ingawa,823104
Ingawa,824103
Ingila,742103
Iniedoyey-Ekiri,562101
Inkil,740101
Inkiwari,752106
Inkyan,700105
Inname,853101
Inogun Olaoparun,112104
Inogun Osugboye,112104
Inonon Kabalawa,830104
Inonon Madawaki,830104
Inonon Makera,830104
Inonon Malamai,830104
Inoziomi,263101
Inpyidara,263101
Inumopa,264103
Inusawa Babba,700105
Inusawa Karawa,700105
Inyang I,530103
Inyang Ii,530103
Inyeji,962106
Inyoukpo,503102
Ipa,121101
Ipaka Uvete,264103
Ipako,103101
Ipara,103101
Iperin,120101
Ipesu,106101
Ipo,511101
Ira,250101
Irada,260105
Iragbo,103101
Iraiye Oke,106101
Iraki,260105
Irako,260105
Irawon,120101
Iraye,121101
Ire,371104
Ireko,272101
Irepeni,264103
Irepodun,200136
Iresuhua,264103
Irewagere,264103
Irewagere,263101
Irewe,102101
Ireyietune,264103
Iri,923104
Iriam,330101
Irijau,923104
Iriku-Obege,264103
Iriku-Ochakoro,264103
Irikura,264103
Irivoba,264103
Irivuyami,264103
Ironodu,260105
Irosu,103101
Iruuochionami,264103
Irwa,720101
Isa,883101
Isabiyi,200136
Isade,120101
Isaga,121101
Isaiahkiri,562102
Isaka,500103
Isampou,561102
Isan,106101
Isanlu Isin,251105
Isawa,750105
Ise,106101
Iseleogona,562102
Iserekiri,562102
Iseyin Township,202101
Isge,610106
Isgor,923104
Ishenu,750101
Ishi Nwachi-Ntezi,480104
Ishiagu,480107
Ishihumini,480108
Ishile,480108
Ishimigu,441113
Ishiyawa,824104
Isiama,402121
Isiama I,491108
Isiama Ii,491108
Isidum,503102
Isiegbu,441113
Isikara,562101
Isinkpu,442101
Isinmi Olootu,234101
Isiodu,511102
Isioke,503102
Isiokpo,511101
Isiokwan,503102
Isiwo,120101
Iskoromo,923104
Isore,750103
Isreal O-Zion,561102
Isu,512101
Isuahba,970101
Isun Oniyere,370101
Isundunrin,232116
Ita Arogun,121101
Ita Nla Camp,361103
Ita Oke,106101
Ita Oko Ilana,106101
Ita Sanni,121101
Itabu,120101
Itagbe,202101
Itailein,121101
Itaima,272101
Itamarun,120101
Itamerin,121101
Itapa,371104
Item,480102
Ito Omu,106101
Ito Osun,106101
Itoga Gbo,103101
Itoga Zanmu,103101
Itoki,923104
Itoko Elemide,110109
Itta,962102
Itu,511102
Itu,511101
Iuere-Beeri,502102
Iwa,970101
Iwata,232116
Iwelepe,121101
Iwesi,120101
Iwetin Camp,370101
Iwo,251105
Iwo,503102
Iwo Township,232101
Iwoama,562101
Iwoama,503101
Iwoama-Kuruama,503101
Iwokiri - Ama,500103
Iwoogone,503102
Iworo,103101
Iwumikwu,552101
Iya Camp,370101
